156,156,0.10
156,60,0.20
156,1773,0.10
2808,1,0.10
2808,625,0.10
2808,2808,0.10
2808,74,0.10
2808,1605,0.10
255,121,0.10
255,255,0.10
255,7603,0.10
255,505,0.10
255,7424,0.10
736,736,0.10
736,194,0.20
736,530,0.10
736,2978,0.10
7603,7603,0.10
7603,6,0.10
7603,149,0.10
7603,48,0.10
7603,1094,0.10
346,17,0.10
346,346,0.10
346,176,0.10
346,942,0.10
346,2191,0.10
9,11,0.10
9,9,0.10
9,734,0.10
9,295,0.10
9,546,0.10
75,75,0.10
75,45,0.10
75,26,0.10
75,993,0.10
75,505,0.10
175,175,0.10
175,217,0.10
175,102,0.10
175,48,0.10
175,516,0.10
2754,1,0.20
2754,160,0.10
2754,2754,0.10
2754,2352,0.10
22,22,0.10
22,145,0.10
22,3,0.10
22,1524,0.10
22,332,0.10
155,10,0.10
155,75,0.10
155,155,0.10
155,140,0.10
155,226,0.10
1261,1,0.10
1261,160,0.10
1261,1261,0.20
1261,2712,0.10
2552,1,0.20
2552,160,0.10
2552,2552,0.10
2552,1793,0.10
2586,1,0.20
2586,160,0.10
2586,2586,0.10
2586,1167,0.10
710,44,0.10
710,22,0.10
710,710,0.10
710,23,0.10
710,1078,0.10
578,578,0.10
578,994,0.10
578,382,0.10
578,727,0.10
578,252,0.10
472,121,0.20
472,472,0.10
472,402,0.10
472,438,0.10
2472,1,0.10
2472,2472,0.10
2472,3078,0.10
1606,1606,0.10
1606,767,0.10
4,4,0.10
4,21,0.10
4,564,0.10
4,7552,0.10
4,748,0.10
563,563,0.20
563,544,0.10
563,444,0.10
563,927,0.10
744,1,0.10
744,38,0.20
744,744,0.10
744,2840,0.10
3422,1,0.20
3422,160,0.10
3422,1315,0.10
3422,3422,0.10
250,1,0.20
250,160,0.10
250,1063,0.10
250,250,0.10
249,10,0.10
249,249,0.10
249,614,0.10
249,477,0.10
249,577,0.10
2427,1,0.10
2427,256,0.10
2427,156,0.10
2427,2427,0.10
2427,103,0.10
3414,1,0.10
3414,3414,0.10
3414,3313,0.10
1590,15,0.10
1590,1590,0.10
1590,337,0.10
1590,653,0.10
2305,744,0.10
2305,2305,0.10
2305,40,0.20
2305,1226,0.10
1900,87,0.10
1900,1900,0.10
1900,291,0.10
1900,19,0.10
1900,27,0.10
3392,58,0.10
3392,3392,0.10
3392,5,0.10
3392,7531,0.10
3392,7477,0.10
1065,1065,0.10
1065,159,0.10
1065,65,0.10
1065,122,0.10
1065,759,0.10
1147,1147,0.10
1147,798,0.20
1147,21,0.10
1147,1498,0.10
1072,1072,0.10
1072,2336,0.10
1072,7604,0.10
1072,7599,0.10
1072,7334,0.10
3375,1,0.10
3375,58,0.10
3375,416,0.10
3375,3375,0.10
3375,246,0.10
1024,1024,0.10
1024,51,0.10
1024,14,0.10
1024,3,0.10
1024,135,0.10
709,1,0.10
709,309,0.10
709,1353,0.10
709,709,0.10
709,3,0.10
1382,58,0.10
1382,1382,0.10
1382,435,0.10
1382,46,0.10
1382,1190,0.10
3332,1,0.10
3332,9,0.10
3332,3332,0.10
3332,596,0.10
3332,197,0.10
1885,309,0.10
1885,1885,0.10
1885,247,0.10
1885,1372,0.10
1885,1575,0.10
3330,1,0.20
3330,160,0.10
3330,3330,0.10
3330,2780,0.10
1197,1,0.10
1197,3254,0.10
1197,1197,0.10
1197,433,0.10
1197,572,0.10
3316,1,0.10
3316,3316,0.10
3316,2178,0.10
3316,117,0.10
3316,1332,0.10
1886,459,0.10
1886,7603,0.10
1886,1886,0.10
1886,1709,0.10
1886,197,0.10
154,11,0.10
154,154,0.10
154,52,0.10
154,593,0.10
154,2180,0.10
1522,1522,0.10
1522,7484,0.10
1522,7506,0.10
1522,7417,0.10
2391,2391,0.10
2391,93,0.10
2391,6,0.10
2391,7390,0.10
2391,1865,0.10
3298,1,0.20
3298,160,0.10
3298,3298,0.10
3298,1542,0.10
432,637,0.10
432,2,0.10
432,432,0.10
432,52,0.10
432,189,0.10
3292,1,0.10
3292,3292,0.10
3292,2782,0.10
3290,1,0.10
3290,3290,0.10
3290,2252,0.10
3290,14,0.10
3290,33,0.10
7597,11,0.10
7597,96,0.10
7597,7597,0.10
7597,31,0.10
7597,25,0.10
3274,309,0.10
3274,3274,0.10
3274,444,0.10
3274,3172,0.10
3274,927,0.10
1875,1875,0.10
1875,115,0.10
1875,12,0.10
1875,7525,0.10
1875,335,0.10
291,333,0.10
291,291,0.10
291,3,0.10
291,36,0.10
291,643,0.10
158,58,0.20
158,158,0.10
158,1847,0.10
158,246,0.10
1579,1,0.10
1579,1579,0.10
1579,304,0.10
1579,360,0.10
1579,184,0.10
1846,1846,0.20
1846,12,0.10
1846,7525,0.10
1846,1861,0.10
1066,459,0.20
1066,1066,0.10
1066,247,0.10
1066,80,0.10
290,290,0.10
290,148,0.10
290,109,0.10
290,131,0.10
290,102,0.10
3233,1,0.10
3233,58,0.10
3233,3233,0.10
3233,1847,0.10
3233,246,0.10
891,1,0.10
891,563,0.10
891,891,0.10
891,1413,0.10
891,99,0.10
247,95,0.10
247,247,0.10
247,36,0.20
247,1067,0.10
1856,1856,0.10
1856,5,0.10
1856,460,0.10
1856,7477,0.10
1856,1544,0.10
3211,1,0.20
3211,160,0.10
3211,3290,0.10
3211,3211,0.10
115,115,0.30
115,2302,0.10
115,3251,0.10
1365,4,0.10
1365,1365,0.10
1365,1088,0.10
1365,252,0.10
1365,218,0.10
483,1,0.20
483,160,0.10
483,2876,0.10
483,483,0.10
3210,1,0.10
3210,3210,0.10
3210,1826,0.20
3210,885,0.10
3189,1,0.10
3189,3189,0.10
3189,2750,0.10
3193,1,0.10
3193,11,0.10
3193,3193,0.10
3193,258,0.10
3193,593,0.10
2352,2352,0.10
2352,1822,0.10
2352,19,0.10
2352,241,0.10
2352,6,0.10
1847,1,0.10
1847,160,0.10
1847,58,0.10
1847,1900,0.10
1847,1847,0.10
3173,1,0.10
3173,3173,0.10
3173,2632,0.10
1051,10,0.10
1051,1051,0.10
1051,124,0.10
1051,492,0.10
1051,319,0.10
1843,1843,0.10
1843,67,0.10
1843,272,0.10
1843,24,0.10
1843,166,0.10
2342,2342,0.10
2342,116,0.10
2342,172,0.10
2342,310,0.10
2342,707,0.10
7341,7341,0.10
7341,292,0.10
7341,32,0.10
7341,36,0.20
3139,1,0.10
3139,155,0.10
3139,3139,0.10
3139,1921,0.10
3139,217,0.10
1186,1,0.20
1186,160,0.10
1186,3316,0.10
1186,1186,0.10
3167,1,0.10
3167,1060,0.10
3167,3167,0.10
3167,373,0.10
3167,46,0.10
3149,1,0.20
3149,160,0.10
3149,3329,0.10
3149,3149,0.10
1842,156,0.20
1842,1842,0.10
1842,103,0.10
1842,2377,0.10
3156,1,0.20
3156,160,0.10
3156,3156,0.10
3156,2848,0.10
3141,1,0.10
3141,22,0.10
3141,3141,0.10
3141,2119,0.10
3141,51,0.10
817,817,0.10
817,701,0.10
817,890,0.10
817,125,0.10
817,1032,0.10
1840,196,0.10
1840,1840,0.10
1840,30,0.10
1840,703,0.10
1840,80,0.10
1839,1,0.20
1839,160,0.10
1839,1355,0.10
1839,1839,0.10
2324,2324,0.10
2324,199,0.10
2324,110,0.10
2324,55,0.10
2324,390,0.10
3143,1,0.10
3143,3143,0.10
3143,2830,0.10
3142,1,0.10
3142,3142,0.10
3142,3402,0.10
174,174,0.10
174,3,0.20
174,971,0.10
174,433,0.10
2315,1,0.10
2315,10,0.10
2315,1573,0.10
2315,2315,0.10
2315,492,0.10
1356,1,0.10
1356,1356,0.10
1356,72,0.10
1356,19,0.10
1356,3364,0.10
1835,1,0.10
1835,11,0.10
1835,1493,0.10
1835,1835,0.10
1835,411,0.10
296,296,0.10
296,177,0.20
296,798,0.10
296,2963,0.10
3118,1,0.10
3118,3118,0.10
3118,7425,0.10
1542,1,0.10
1542,255,0.10
1542,75,0.10
1542,1542,0.10
1542,14,0.10
3111,1,0.10
3111,3111,0.10
3111,3247,0.10
753,161,0.10
753,10,0.10
753,753,0.10
753,7,0.10
753,56,0.10
3088,1,0.10
3088,3088,0.10
3088,1337,0.10
3088,883,0.10
3088,522,0.10
395,395,0.10
395,214,0.10
395,6,0.10
395,1166,0.10
395,1795,0.10
3068,1,0.10
3068,3068,0.10
3068,2261,0.10
3068,46,0.10
3068,2279,0.10
3042,1,0.10
3042,783,0.10
3042,3042,0.10
3042,7564,0.10
3042,183,0.10
1442,18,0.10
1442,1442,0.10
1442,79,0.10
1442,2086,0.10
1442,2708,0.10
1339,1,0.10
1339,1339,0.10
1339,1500,0.20
1339,1320,0.10
596,9,0.10
596,596,0.10
596,67,0.10
596,106,0.10
596,453,0.10
2281,1060,0.10
2281,2281,0.10
2281,373,0.10
2281,244,0.10
2281,6,0.10
222,1,0.10
222,160,0.10
222,416,0.10
222,222,0.10
222,898,0.10
194,194,0.10
194,215,0.10
194,84,0.10
194,129,0.10
194,909,0.10
3064,1,0.10
3064,483,0.10
3064,3064,0.10
3064,810,0.10
3064,7,0.10
1812,1,0.10
1812,160,0.10
1812,1812,0.10
1812,697,0.10
1812,46,0.10
1796,1796,0.10
1796,30,0.10
1796,16,0.10
1796,149,0.10
1796,565,0.10
701,112,0.10
701,701,0.10
701,116,0.10
701,12,0.10
701,1861,0.10
124,154,0.10
124,124,0.10
124,8,0.10
124,238,0.10
124,219,0.10
3057,1,0.10
3057,3057,0.10
3057,2252,0.10
3057,14,0.10
3057,33,0.10
7427,1,0.20
7427,160,0.10
7427,7427,0.10
7427,2731,0.10
2276,112,0.10
2276,396,0.10
2276,2276,0.10
2276,3,0.10
2276,433,0.10
2271,2271,0.10
2271,251,0.10
2271,315,0.10
2271,212,0.10
2271,210,0.10
1525,1,0.10
1525,160,0.10
1525,1525,0.20
1525,642,0.10
2235,2235,0.10
2235,507,0.10
2235,153,0.10
2235,1332,0.10
2235,2248,0.10
3027,1,0.10
3027,3027,0.10
3027,42,0.10
3027,14,0.10
3027,33,0.10
2090,2090,0.20
2090,1103,0.10
2090,1804,0.10
2090,2081,0.10
1342,1342,0.10
1342,258,0.10
1342,25,0.10
1342,50,0.10
1342,635,0.10
331,331,0.10
331,545,0.20
331,6,0.10
331,415,0.10
3023,1,0.20
3023,160,0.10
3023,3023,0.10
3023,4721,0.10
2261,1,0.10
2261,2261,0.10
2261,76,0.20
2261,2046,0.10
68,1,0.20
68,160,0.10
68,3211,0.10
68,68,0.10
116,116,0.10
116,63,0.20
116,336,0.10
116,899,0.10
1043,1043,0.10
1043,30,0.10
1043,159,0.10
1043,1762,0.10
1043,143,0.10
3020,1,0.20
3020,160,0.10
3020,3020,0.10
3020,2559,0.10
491,256,0.10
491,7603,0.10
491,346,0.10
491,491,0.10
491,304,0.10
179,330,0.10
179,179,0.20
179,228,0.10
179,53,0.10
2252,1,0.20
2252,160,0.10
2252,2271,0.10
2252,2252,0.10
214,214,0.10
214,517,0.10
214,272,0.10
214,166,0.10
214,329,0.10
439,1,0.10
439,160,0.10
439,439,0.20
439,1044,0.10
2147,2147,0.10
2147,24,0.10
2147,7,0.10
2147,5,0.10
2147,100,0.10
1167,10,0.10
1167,710,0.10
1167,1167,0.10
1167,23,0.10
1167,469,0.10
697,697,0.10
697,177,0.20
697,798,0.10
697,2958,0.10
67,4,0.10
67,67,0.10
67,131,0.10
67,531,0.10
67,7327,0.10
1793,296,0.10
1793,331,0.10
1793,214,0.10
1793,1793,0.10
1793,3,0.10
258,258,0.10
258,25,0.10
258,122,0.10
258,1787,0.10
258,960,0.10
1340,1,0.10
1340,1198,0.10
1340,1573,0.10
1340,1340,0.10
1340,81,0.10
2996,1,0.10
2996,2996,0.10
2996,2764,0.10
1520,1,0.10
1520,1520,0.10
1520,3163,0.10
1336,1336,0.10
1336,3,0.10
1336,34,0.10
1336,433,0.10
1336,248,0.10
30,30,0.10
30,971,0.10
30,81,0.10
30,33,0.10
30,627,0.10
178,178,0.10
178,127,0.10
178,1591,0.10
747,18,0.20
747,747,0.10
747,1164,0.10
747,2803,0.10
2962,1,0.20
2962,160,0.10
2962,2427,0.10
2962,2962,0.10
2952,1,0.10
2952,11,0.10
2952,2952,0.10
2952,276,0.10
2952,411,0.10
455,455,0.10
455,42,0.10
455,777,0.10
455,5342,0.10
455,78,0.10
260,35,0.10
260,222,0.10
260,260,0.10
260,375,0.10
260,7591,0.10
623,1,0.10
623,623,0.10
623,2198,0.10
623,798,0.10
623,21,0.10
29,29,0.10
29,14,0.10
29,33,0.20
29,2878,0.10
1510,1,0.10
1510,146,0.10
1510,346,0.10
1510,1510,0.10
1510,304,0.10
2927,1,0.10
2927,2927,0.10
2927,1826,0.10
2927,456,0.10
2927,127,0.10
301,1365,0.10
301,301,0.20
301,218,0.10
301,3106,0.10
2907,1,0.20
2907,160,0.10
2907,888,0.10
2907,2907,0.10
2909,1,0.10
2909,2342,0.10
2909,2909,0.10
2909,172,0.10
2909,641,0.10
1148,11,0.10
1148,1760,0.10
1148,1148,0.10
1148,52,0.10
1148,83,0.10
955,22,0.10
955,955,0.10
955,62,0.10
955,3,0.10
955,933,0.10
1502,1,0.10
1502,38,0.20
1502,1502,0.10
1502,2139,0.10
2853,38,0.10
2853,2853,0.10
2853,798,0.10
2853,361,0.10
2853,371,0.10
1500,1,0.10
1500,1177,0.10
1500,71,0.10
1500,1500,0.10
1500,243,0.10
2178,1,0.20
2178,160,0.10
2178,1579,0.10
2178,2178,0.10
1320,87,0.10
1320,259,0.10
1320,1500,0.10
1320,1320,0.10
1320,1149,0.10
874,259,0.10
874,874,0.10
874,647,0.10
874,614,0.20
2177,1,0.10
2177,1580,0.10
2177,2177,0.10
2177,292,0.10
2177,36,0.10
2892,1,0.20
2892,2892,0.10
2892,264,0.10
2892,1457,0.10
636,1,0.10
636,455,0.10
636,636,0.10
636,3215,0.10
1034,1034,0.10
1034,52,0.10
1034,1326,0.10
1034,1328,0.20
1494,214,0.10
1494,1494,0.10
1494,6,0.10
1494,69,0.10
1494,1780,0.10
276,276,0.10
276,299,0.10
276,130,0.10
276,949,0.10
276,785,0.10
1318,1,0.10
1318,330,0.10
1318,1318,0.10
1318,103,0.10
1318,695,0.10
117,117,0.10
117,51,0.10
117,7592,0.10
117,1314,0.10
117,1646,0.10
1492,1492,0.10
1492,25,0.10
1492,32,0.10
1492,245,0.10
1492,7600,0.10
1302,1,0.10
1302,1302,0.10
1302,3339,0.10
1313,11,0.10
1313,1492,0.10
1313,1313,0.10
1313,25,0.10
1313,593,0.10
1491,1,0.10
1491,1491,0.10
1491,2185,0.10
1491,798,0.10
1491,21,0.10
2870,1,0.10
2870,2870,0.10
2870,810,0.10
2870,47,0.10
2870,6,0.10
2181,1,0.10
2181,2181,0.10
2181,1413,0.10
2181,717,0.10
2181,2478,0.10
1309,1,0.10
1309,1309,0.10
1309,3078,0.10
1750,1,0.10
1750,87,0.20
1750,1750,0.10
1750,3318,0.10
2848,1,0.10
2848,2848,0.10
2848,1458,0.10
2848,347,0.10
2848,2141,0.10
1458,255,0.10
1458,7603,0.10
1458,1458,0.10
1458,132,0.10
1458,28,0.10
951,142,0.10
951,951,0.10
951,517,0.10
951,743,0.10
951,329,0.10
1029,1029,0.20
1029,24,0.10
1029,937,0.10
1029,374,0.10
2176,2176,0.10
2176,204,0.10
2176,157,0.10
2176,69,0.10
2176,55,0.10
2846,1,0.10
2846,2391,0.10
2846,115,0.10
2846,2846,0.10
2846,7390,0.10
347,9,0.10
347,67,0.10
347,347,0.10
347,166,0.10
347,137,0.10
2173,1,0.10
2173,3088,0.10
2173,2173,0.10
2173,2794,0.10
2826,1,0.10
2826,196,0.20
2826,2826,0.10
2826,2287,0.10
1742,38,0.10
1742,117,0.10
1742,1742,0.10
1742,3044,0.10
2166,1,0.10
2166,637,0.10
2166,58,0.10
2166,2166,0.10
2166,246,0.10
2823,1,0.20
2823,160,0.10
2823,3057,0.10
2823,2823,0.10
2820,1,0.10
2820,2820,0.10
2820,3059,0.10
2814,1,0.10
2814,1024,0.10
2814,2814,0.10
2814,7447,0.10
2814,762,0.10
1736,1736,0.10
1736,272,0.10
1736,166,0.10
1736,589,0.10
1736,157,0.10
1025,1,0.10
1025,430,0.10
1025,817,0.10
1025,1025,0.10
1025,13,0.10
1482,1482,0.10
1482,60,0.20
1482,80,0.10
1482,1504,0.10
1483,35,0.10
1483,15,0.10
1483,38,0.10
1483,346,0.10
1483,1483,0.10
2152,35,0.10
2152,2152,0.10
2152,5,0.10
2152,801,0.10
2152,7477,0.10
2806,1,0.20
2806,160,0.10
2806,2806,0.10
2806,2687,0.10
1128,1128,0.10
1128,409,0.20
1128,2164,0.10
1128,2130,0.10
2801,1,0.20
2801,160,0.10
2801,2845,0.10
2801,2801,0.10
2795,1,0.10
2795,462,0.10
2795,2795,0.10
2795,5,0.10
2795,7477,0.10
1290,17,0.10
1290,1290,0.10
1290,42,0.10
1290,7403,0.10
1290,159,0.10
1288,1,0.10
1288,160,0.10
1288,1724,0.10
1288,1288,0.10
1288,14,0.10
1436,1436,0.10
1436,7564,0.20
1436,183,0.10
1436,675,0.10
2498,1,0.10
2498,58,0.10
2498,1867,0.10
2498,2498,0.10
2498,246,0.10
2784,1,0.10
2784,2784,0.10
2784,2775,0.10
587,20,0.10
587,7603,0.10
587,587,0.10
587,544,0.10
587,7547,0.10
2780,1,0.10
2780,578,0.10
2780,439,0.10
2780,2780,0.10
2780,994,0.10
2779,1,0.10
2779,17,0.10
2779,255,0.10
2779,2779,0.10
2779,159,0.10
305,587,0.10
305,305,0.10
305,1195,0.10
305,614,0.10
305,707,0.10
944,944,0.10
944,8,0.10
944,7,0.10
944,696,0.10
944,7565,0.10
2129,1,0.10
2129,2129,0.10
2129,2163,0.10
2129,69,0.10
2129,1752,0.10
683,683,0.10
683,272,0.10
683,166,0.10
683,7517,0.10
683,7565,0.10
42,42,0.10
42,21,0.20
42,33,0.10
42,1004,0.10
1136,9,0.10
1136,1458,0.10
1136,347,0.10
1136,1136,0.10
1136,166,0.10
1283,1,0.20
